pid,titulo,label,Año,descripción,enlance
Scrp-F-58,Primeros pasos en Scorpions,Equipo infantil de Scorpions durante la Copa Soccer Melgar,2022,"La fotografía retrata a un grupo infantil de Scorpions participando en el XVII Torneo Nacional de Fútbol Infantil “Copa Soccer Melgar”. La imagen reúne niños, niñas y entrenador frente al arco, usando el uniforme oficial del club y posando como equipo después de competir en el torneo.",https://drive.google.com/file/d/1-YfIAf8BDaNrbS0Ew49HPupNXWNSV0dQ/view?usp=sharing
Scrp-F-59,Somos subcampeones,Equipo juvenil de Scorpions celebrando el subcampeonato de la Liga Apertura DBS,2022,"La fotografía muestra al equipo juvenil de Scorpions reunido después de obtener el subcampeonato de la Liga Apertura DBS 2022. Los jugadores, jugadoras y entrenadores posan con medallas y trofeo frente al banner oficial del torneo, celebrando uno de los logros competitivos de esa generación.",https://drive.google.com/file/d/1B11nRVyYSXfQRgenGNQB35c2WT0foIhX/view?usp=sharing
Scrp-F-60,Scorpions Liga Clausura 2022,Equipo juvenil de Scorpions durante la Liga Clausura DBS 2022,2022,"La fotografía muestra a un equipo juvenil de Scorpions posando antes o después de un encuentro correspondiente a la Liga Clausura DBS 2022. La imagen reúne jugadores, jugadoras y entrenadores en una formación tradicional de equipo, usando el uniforme oficial morado y dorado del club.",https://drive.google.com/file/d/12jl4KR79s7ILVHTHPZ9DR_blg_16DS9q/view?usp=sharing
Scrp-F-61,Partido de barrio,Jugadoras disputando un partido en cancha urbana,2000,"La fotografía captura un momento de juego durante un partido disputado en una cancha urbana rodeada de edificios residenciales. Aunque la imagen tiene baja resolución y movimiento, permite ver a varias jugadoras en plena acción frente al arco, registrando una escena cotidiana del fútbol amateur femenino en Bogotá.",https://drive.google.com/file/d/1MvJxrGp36F9q5f3AlEyd5CDDE4Se7EQ4/view?usp=sharing
Scrp-F-62,Scorpions Subcampeones – Liga Apertura 2022,Equipo juvenil mixto de Scorpions durante la Liga Apertura DBS,2022,"La fotografía registra al equipo juvenil mixto de Scorpions tras obtener el subcampeonato de la Liga Apertura DBS 2022. Jugadores, jugadoras y cuerpo técnico posan con el uniforme oficial del club frente al banner del torneo, consolidando una imagen colectiva que representa el cierre de una temporada competitiva.",https://drive.google.com/file/d/1tvKFf3cbksPDM46ihBC-q0-tP-yOccP1/view?usp=sharing
Scrp-F-63,Scorpions Femenino – Subcampeonas Liga Apertura 2023,Equipo femenino de Scorpions durante la Liga Apertura DBS,2023,"La fotografía muestra al equipo femenino de Scorpions después de obtener el subcampeonato de la Liga Apertura DBS 2023. Las jugadoras posan junto al entrenador frente al banner oficial del torneo, usando el uniforme morado y dorado que identifica al club en competencias recientes.",https://drive.google.com/file/d/1tBuRUBhhCAUTW-iepGiWK6IgOnTJ7xSM/view?usp=sharing
Scrp-F-64,Nueva generación Scorpions,Equipo infantil de Scorpions durante la Copa Soccer Melgar,2025,"La fotografía muestra a una categoría infantil de Scorpions durante el XIX Torneo Nacional “Copa Soccer Melgar”, realizado en 2025. Niños, niñas y entrenadores posan frente al arco usando el uniforme celeste del club, en una imagen oficial tomada como parte del torneo.",https://drive.google.com/file/d/17dfRveGb-V-SJ_i5jlWgMOaZ-LB-GQlT/view?usp=sharing
Scrp-F-65,Scorpions campeones categoría Sub-16,Celebración del campeonato de Scorpions en el Torneo Clausura Interescuelas Maracana,2019,"La fotografía registra a jugadores, jugadoras y entrenadores de Scorpions celebrando el campeonato de la categoría Sub-16 en el Torneo Clausura Interescuelas Maracana de 2019. El equipo posa junto al trofeo y las medallas frente al escenario oficial de premiación, utilizando el uniforme blanco y celeste del club.",https://drive.google.com/file/d/1RebBVvV3iesDIh9E48qbacv0pVWJRT0L/view?usp=sharing
Scrp-F-66,Proceso formativo infantil de Scorpions,Entrenador y jugadores infantiles de Scorpions en el DBS Complejo Deportivo,2022,"La fotografía muestra a un grupo de niños pertenecientes al proceso formativo infantil de Scorpions junto a uno de sus entrenadores en las canchas del DBS Complejo Deportivo durante 2022. Los jugadores posan frente al arco utilizando los uniformes gris, amarillo y morado característicos del club, en una imagen que representa las etapas iniciales de formación deportiva dentro de la escuela",https://drive.google.com/file/d/1uPsV4ZZG8q5SzAwF5Dp2-MzGhHMJV6qe/view?usp=sharing
Scrp-F-67,Equipo femenino Scorpions – Torneo Maracana 2017,Plantilla del equipo femenino de Scorpions durante el Torneo Femenino de Fútbol Maracana,2017,La fotografía registra al equipo femenino de Scorpions durante su participación en el Torneo Femenino de Fútbol organizado por el Club Social y Deportivo Maracana en 2017. Las jugadoras posan junto al entrenador frente al arco de la cancha utilizando el uniforme azul oscuro y rosado representativo del club en esa temporada.,https://drive.google.com/file/d/1F0MZkglQw5w23huExsVg8KrypyDAJZwy/view?usp=sharing
Scrp-F-68,Scorpions campeonas del Torneo Clausura Femenino 2014,Equipo femenino de Scorpions campeón del Torneo Clausura en el Club Social y Deportivo Maracana,2014,La fotografía registra al equipo femenino de la Escuela de Fútbol Scorpions celebrando el campeonato del Torneo Clausura Femenino organizado por el Club Social y Deportivo Maracana en 2014. Las jugadoras posan junto al cuerpo técnico frente al arco de la cancha utilizando el uniforme azul oscuro con detalles dorados característico del club durante esa etapa.,https://drive.google.com/file/d/1fIecBGqoLtSIa2x0ugy3YcYMEJWsKYqG/view?usp=sharing
Scrp-F-69,Celebración del campeonato femenino de Scorpions,Equipo femenino de Scorpions celebrando el título del Torneo Clausura Maracana,2014,"La fotografía registra al equipo femenino de la Escuela de Fútbol Scorpions durante la celebración del campeonato obtenido en el Torneo Clausura Femenino 2014 del Club Social y Deportivo Maracana. Las jugadoras aparecen acompañadas por entrenadores, familiares y personas cercanas al proceso deportivo, posando alrededor del trofeo y las medallas obtenidas tras el torneo.",https://drive.google.com/file/d/1qM2QtQKX2xakI5ExvQkU2MfgzsnIH3kg/view?usp=sharing
Scrp-F-70,Jugadoras de Scorpions con uniforme del  primer patrocionio,Retrato grupal de futbolistas del equipo femenino de Scorpions,2021,"La fotografía muestra a cuatro jugadoras del equipo femenino de Scorpions posando sobre una cancha de césped antes o después de una jornada deportiva. Las futbolistas visten uno de los uniformes más recientes del club, en tonos morado y dorado, con patrocinadores y elementos gráficos que reflejan una identidad visual más contemporánea y consolidada.",https://drive.google.com/file/d/1pt9ccodIdrQXZcXIQu8Ez-gaIZ_PGFTh/view?usp=share_link
Scrp-F-71,Scorpions campeonas del Clausura femenino 2014,Equipo femenino de Scorpions celebrando el campeonato en el Club Social y Deportivo Maracana,2014,,
Scrp-F-72,Scorpions campeonas – categoría femenina 2021,Equipo femenino de Scorpions campeón del Torneo de Apertura DBS Complejo Deportivo,2021,"La fotografía registra al equipo femenino de Scorpions durante la celebración del campeonato obtenido en el Torneo de Apertura 2021 del DBS Complejo Deportivo. Las jugadoras posan junto al cuerpo técnico frente al arco de la cancha utilizando el uniforme blanco y rojo del club, mientras el banner de “Campeonas” destaca el logro alcanzado por el equipo en la categoría femenina.",https://drive.google.com/file/d/1iqcMJHen3orNwzOjksSbwSQUOtPo4Sfu/view?usp=sharing
Scrp-F-73,Camisetas y objetos conmemorativos de Scorpions e Inter de Zamora,Objetos y camisetas exhibidas en espacio de memoria del club,2020,"La fotografía muestra un pequeño espacio doméstico de exhibición compuesto por camisetas, objetos decorativos, dibujos y recuerdos asociados al club Scorpions. Entre los elementos más destacados aparece una camiseta azul producto de la colaboración entre Scorpions e Inter de Zamora, junto a otra camiseta negra de la escuela de fútbol Scorpions.",https://drive.google.com/file/d/1hjJMDvB9nX5IlI5zU0gq3vrKyQ957pHQ/view?usp=drive_link
Scrp-F-74,Equipo prejuvenil Scorpions en torneo interescuelas,Equipo prejuvenil masculino de Scorpions posando antes del torneo,2014,"La fotografía muestra al equipo prejuvenil masculino de Scorpions durante el “Torneo Interescuelas Apertura 2014”, organizado por el Club Social y Deportivo Maracaná. El grupo aparece uniformado con camisetas azul oscuro y detalles dorados, acompañado por integrantes del cuerpo técnico y reunido en una formación clásica de foto de equipo antes o durante la competencia.",https://drive.google.com/file/d/1IyxAOLexWbJJqgp75Sa-JbdCqdpqusA0/view?usp=sharing
Scrp-F-75,Visita grupal de Scorpions a la Basílica de Buga,Integrantes de Scorpions durante salida grupal y visita religiosa,2019,"La fotografía registra a un grupo amplio de integrantes de Scorpions durante una visita a la Basílica del Señor de los Milagros de Buga, realizada el 12 de diciembre de 2019. En la imagen aparecen jugadores, jugadoras, entrenadores y acompañantes posando frente a la basílica con camisetas conmemorativas del club.",https://drive.google.com/file/d/1vqKthmbI2EolAhKb3FkPEDx2pZxZxCGF/view?usp=sharing
Scrp-F-76,Equipo femenino del Club Deportivo La Gaitana x Scorpions en torneo interescuelas,Equipo femenino juvenil del Club Deportivo La Gaitana x Scorpions  durante torneo en Maracaná,2016,"La fotografía muestra al equipo femenino del Club Deportivo La Gaitana durante el “Torneo Interescuelas Femenino 2016”, organizado por el Club Social y Deportivo Maracaná. El grupo aparece uniformado con camisetas amarillas y negras, acompañado por entrenadores y personal de apoyo, posando de manera formal para el registro del campeonato donde obtuvieron el cuarto puesto.",https://drive.google.com/file/d/1TVLhM1uCsWA06B9cmmVXBa4-h-KwrVdY/view?usp=sharing
Scrp-F-77,Jugadora de Scorpions disputando el balón durante un partido,Acción de juego en partido femenino amateur de Scorpions,2026,"La fotografía captura un momento de juego durante un partido femenino amateur, en el que una jugadora de Scorpions intenta controlar el balón mientras es presionada por dos rivales del equipo contrario. La escena transmite dinamismo y cercanía física, elementos característicos de la intensidad competitiva presente en los torneos aficionados.",https://drive.google.com/file/d/1uQcpnFq66HHZx-15bvkKKpKzXmbQUO5P/view?usp=sharing
Scrp-F-78,Regate al arco durante partido femenino de Scorpions,Jugadora de Scorpions ejecutando una jugada ofensiva en competencia amateur,2026,Jugadora de Scorpions ejecutando una jugada ofensiva en competencia amateur,https://drive.google.com/file/d/1FrrhRzShlHcVxF7TF_yZlGur5zvZEoLD/view?usp=sharing
Scrp-F-79,Entrenamiento y ronda de balón del equipo femenino,Jugadoras de Scorpions durante práctica colectiva en cancha abierta,2010,"La fotografía muestra a un grupo de jugadoras de Scorpions realizando una actividad de entrenamiento en una cancha abierta de césped. Las deportistas aparecen distribuidas en círculo mientras participan en una dinámica de control y circulación del balón, utilizando el uniforme azul claro característico del club durante ese periodo.",https://drive.google.com/file/d/1aaDzDn6Zg5T2kXWipe98zg_VGnyOSXSk/view?usp=sharing
Scrp-F-80,Jugadora durante sesión de entrenamiento en cancha abierta,Práctica deportiva de jugadoras de Scorpions en espacio de entrenamiento,2026,"La fotografía muestra a una jugadora de Scorpions durante una sesión de entrenamiento o partido informal en una cancha abierta de césped. La deportista aparece observando el desarrollo de la jugada mientras otra participante se encuentra al fondo cerca del balón, en un entorno natural y amplio que resalta el espacio comunitario donde se desarrollan las actividades del club.
",https://drive.google.com/file/d/1jKFrF7ctS7Z_LKbkr73Am950DwJgg2DV/view?usp=sharing
Scrp-F-81,Jugadoras de Scorpions previo al partido con uniformes personalizados,Integrantes del equipo femenino de Scorpions reunidas antes de un encuentro deportivo,2006,"La fotografía muestra a un grupo de jugadoras del equipo femenino de Scorpions reunidas en una cancha de césped antes o durante una jornada deportiva. La imagen está tomada desde atrás, permitiendo observar los números y nombres personalizados en las camisetas de las futbolistas, mientras una de ellas permanece sentada en el suelo en primer plano.",https://drive.google.com/file/d/1d1HRsm2Of52FvPQX72D-6Sy94wFSkstT/view?usp=sharing
Scrp-F-82,Jugadora destacada de Scorpions reconocida como ‘Jugadora del Partido’,Retrato individual de jugadora del equipo femenino de Scorpions sosteniendo reconocimiento deportivo,2026,"La fotografía retrata a una jugadora del equipo femenino de Scorpions vistiendo el uniforme celeste del club mientras sostiene una tarjeta de reconocimiento como “Jugadora del Partido” otorgada por la Liga F8. La imagen fue tomada frente a un elemento gráfico institucional relacionado con la competencia, reforzando el contexto deportivo y el carácter oficial del reconocimiento.",https://drive.google.com/file/d/1lojRnD30qIvqYguOI1uWzPC2YD9ot-yi/view?usp=sharing
Scrp-F-83,Jugadoras de Scorpions disputando el balón durante un partido,Acción de juego del equipo femenino de Scorpions en competencia amateur,2026,"La fotografía captura un momento de intensidad competitiva durante un partido del equipo femenino de Scorpions. En la imagen se observa a dos jugadoras con el uniforme celeste del club disputando el balón frente a una rival vestida de rojo que realiza una barrida defensiva sobre el césped. La escena transmite dinamismo, velocidad y contacto físico, elementos pocas veces representados históricamente en los registros del fútbol femenino amateur.",https://drive.google.com/file/d/1xdi74qfMmJrUjZLvkjkTRZkDBJl2u-Jn/view?usp=sharing
Scrp-F-84,Jugadoras de Scorpions compartiendo fuera del entorno deportivo,Encuentro social entre integrantes del equipo femenino de Scorpions,2007,"La fotografía muestra a cuatro jóvenes compartiendo un momento social y recreativo fuera de la cancha mientras posan sonriendo frente a la cámara con bebidas en las manos. Aunque la imagen no corresponde directamente a un partido o entrenamiento, hace parte de las dinámicas de convivencia y amistad construidas alrededor del equipo femenino de Scorpions.",https://drive.google.com/file/d/1ricX-WtpotgmrcoEThO71Pih_K2TxwS7/view?usp=sharing
Scrp-F-85,Equipo femenino de Scorpions durante premiación en torneo,Jugadoras y cuerpo técnico de Scorpions en ceremonia de reconocimiento deportivo,2008,"La fotografía muestra a integrantes del equipo femenino de Scorpions reunidas durante una ceremonia de premiación o cierre de torneo en un espacio cubierto patrocinado por Gatorade. Las jugadoras aparecen vistiendo uniforme negro con detalles rojos y portando medallas, mientras algunas sostienen bebidas deportivas y una de ellas exhibe un trofeo obtenido durante la competencia. También se observa la presencia de entrenadores y acompañantes vinculados al equipo.",https://drive.google.com/file/d/1KCulWbGSxWw9hoKkfjQtdbfyJKwqRujw/view?usp=sharing
Scrp-F-86,Equipo femenino de Scorpions posando antes de un encuentro deportivo,Retrato grupal del equipo femenino juvenil de Scorpions,2006,"La fotografía muestra a un equipo femenino juvenil de Scorpions posando en una cancha de fútbol antes o después de un encuentro deportivo. Las jugadoras aparecen usando uniforme blanco y rojo, acompañadas por un entrenador o coordinador del club. Al fondo se observan graderías desgastadas de color amarillo y verde, elementos que sitúan la imagen dentro de un escenario deportivo comunitario y amateur.",https://drive.google.com/file/d/1RlW21JRv8QK6KX1TQVB1Yl7Kk45nN2a6/view?usp=sharing
Scrp-F-87,Equipo femenino juvenil de Scorpions en cancha de torneo,Fotografía grupal de jugadoras y entrenador del equipo femenino de Scorpions,2007,"La fotografía muestra a un grupo de jugadoras jóvenes del equipo femenino de Scorpions posando en una cancha de fútbol junto a su entrenador antes o después de un encuentro deportivo. Las futbolistas visten uniforme blanco y rojo, mientras al fondo se observan graderías pintadas en tonos amarillo y verde que ayudan a contextualizar el espacio deportivo donde se desarrolló el torneo o jornada competitiva.",https://drive.google.com/file/d/1_QXXrxGdwSpSRVstSnosRFq9Vu8T1XXb/view?usp=sharing
Scrp-F-88,Delegación de Scorpions durante premiación de torneo,"Jugadores, jugadoras y cuerpo técnico de Scorpions en ceremonia de reconocimiento deportivo",2022,"La fotografía muestra a integrantes de distintas categorías de Scorpions reunidos sobre una tarima durante una ceremonia de premiación o clausura de torneo. Los deportistas visten el uniforme morado y amarillo característico del club y portan medallas obtenidas durante la competencia, mientras en primer plano se observa una bandera institucional de Scorpions y un trofeo sostenido por algunos de los jugadores.",https://drive.google.com/file/d/1vZ0jnBvz0x8dO8fZFnxnDksbuxyowXoM/view?usp=sharing
Scrp-F-89,Carnets deportivos de jugadores y jugadoras de Scorpions – Clausura 2025,,2025,Registro documental de identificación deportiva de integrantes de Scorpions,https://drive.google.com/file/d/1b3PLoUz0cEMAf8f2LwoHROI6Re9msstg/view?usp=sharing
Scrp-F-90,Collage de equipos juveniles y femeninos de Scorpions,Composición fotográfica de distintas categorías y procesos formativos del club,2022,"La imagen reúne varias fotografías de integrantes de Scorpions pertenecientes a diferentes categorías juveniles y femeninas. En el collage aparecen grupos reducidos de jugadores y jugadoras posando con el uniforme morado y dorado del club, así como equipos completos acompañados por entrenadores y miembros del cuerpo técnico en una cancha al aire libre.",
Scrp-F-91,Camila y su llegada al fútbol internacional,Jugadora formada en Scorpions vinculada a club en el exterior,2019,"La imagen muestra a Camila posando con la camiseta número 23 de un club internacional frente al escudo de la institución deportiva a la que se integró. La fotografía fue compartida por medios y cuentas dedicadas al fútbol femenino colombiano, resaltando su proceso como jugadora en el exterior y reconociendo el recorrido deportivo construido desde etapas formativas anteriores.",
Scrp-F-92,Cierre de temporada y celebración deportiva de Scorpions,Equipo juvenil de Scorpions celebrando campeonato o cierre competitivo,2021,"La fotografía muestra a un equipo juvenil de Scorpions posando con medallas y trofeos luego de una competencia organizada por el Club Social y Deportivo Maracaná. La imagen fue publicada en redes sociales de la fundación acompañada del mensaje “¡Culminamos el año con una victoria más!”, destacando el cierre exitoso de la temporada deportiva.",https://drive.google.com/file/d/1NpiZAHsM6wrX-xGd5MPwv4vrpJnME2mF/view?usp=share_link
Scrp-F-93,Scorpions categoría 2006 campeones del torneo DBS,Celebración de campeonato juvenil categoría 2006 de Scorpions,2021,"La imagen muestra al equipo juvenil categoría 2006 de Scorpions durante la premiación de un torneo organizado por DBS Colegio Bilingüe, acompañada del mensaje “Una vez más ¡Campeones!”. Los jugadores y jugadoras aparecen portando medallas y posando junto al trofeo, vistiendo el uniforme morado y dorado característico de la fundación.",https://drive.google.com/file/d/16O6XgyhvxIPCUx7aAX812oCNql0_4TiX/view?usp=share_link
Scrp-F-94,Equipo femenino de Scorpions obtiene tercer lugar en campeonato Maracaná,Premiación y reconocimiento al equipo femenino de Scorpions,2021,"La fotografía muestra al equipo femenino de Scorpions durante la premiación del campeonato organizado por el Club Social y Deportivo Maracaná, donde obtuvieron el tercer lugar. Las jugadoras aparecen posando junto al trofeo y las medallas, vistiendo el uniforme institucional morado y dorado de la fundación. La imagen fue difundida en redes sociales acompañada de un mensaje de felicitación, resaltando el logro colectivo del equipo.",https://drive.google.com/file/d/1usIsqP4E7Tue6zVpTWEsli0Lo8Gw8vlq/view?usp=share_link
Scrp-F-95,Celebración del campeonato juvenil de Scorpions en torneo DBS,Celebración colectiva de campeonato de Scorpions,2020,"La fotografía registra el momento de celebración del equipo juvenil de Scorpions luego de obtener el campeonato en un torneo organizado por DBS Complejo Deportivo. Los jugadores y jugadoras aparecen levantando el trofeo y celebrando sobre la tarima de premiación, mientras al frente se observa el letrero “Somos Campeones”. La escena transmite un ambiente de alegría colectiva y reconocimiento al esfuerzo deportivo realizado durante el torneo.",https://drive.google.com/file/d/15WX4bf-QIpyeQWUD-nFezVM7OuLVwV3A/view?usp=share_link
Scrp-F-96,Retrato de jugadora formada en procesos de Scorpions,Retrato individual de jugadora juvenil de Scorpions,2018,"La fotografía muestra a una jugadora juvenil posando frente a una cancha de fútbol y una portería, vistiendo uniforme deportivo asociado a procesos vinculados con Scorpions. La imagen tiene características propias de un retrato institucional o promocional utilizado para destacar la trayectoria y participación de jugadoras dentro de los procesos formativos del club.",https://drive.google.com/file/d/1Rm1n_Fe06J7kAMeu8KiOVBapF7Hz05Em/view?usp=share_link
Scrp-F-97,Jugadoras vinculadas a proceso internacional en España,Encuentro institucional de jugadoras formadas en Scorpions con club español,2019,La fotografía muestra a dos jóvenes futbolistas acompañadas por directivos y representantes deportivos frente al escudo del club español Rafelbunyol C.F. La imagen parece registrar un encuentro institucional relacionado con procesos de formación o vinculación internacional de jugadoras provenientes de Scorpions hacia el fútbol en España.,https://drive.google.com/file/d/1JgOhHIJrkCBC-Yo9IoOZ8nNX65Eelo_X/view?usp=share_link
Scrp-F-98,Viaje internacional de jugadoras vinculadas a Scorpions,Jugadoras de Scorpions en aeropuerto previo a experiencia internacional,2019,"La fotografía muestra a tres jóvenes jugadoras posando en un aeropuerto antes de un viaje relacionado con procesos deportivos internacionales vinculados a Scorpions. Las deportistas utilizan camisetas negras con el símbolo del escorpión, elemento gráfico asociado a la identidad visual de la fundación, lo que refuerza el sentido de pertenencia y representación colectiva incluso fuera de la cancha.",https://drive.google.com/file/d/1yKJdOrdLwfeDJ5Ml-4CDMODBnYDu5fFY/view?usp=share_link
Scrp-F-99,Equipo femenino Scorpions previo a encuentro deportivo,Equipo femenino juvenil de Scorpions posando en cancha,2018,"La imagen muestra a un equipo femenino juvenil de Scorpions reunido en una cancha de fútbol junto a miembros del cuerpo técnico antes de un encuentro deportivo. Las jugadoras visten uniformes blancos y azules, formando una alineación grupal característica de los registros previos a los partidos y torneos. El paisaje abierto y montañoso del fondo sitúa la escena en un entorno deportivo comunitario y recreativo, frecuente en los procesos formativos del fútbol amateur en Colombia.",https://drive.google.com/file/d/1OAuj5HLamLF1OYQ6uxJQynLllfONPFEv/view?usp=share_link
Scrp-F-100,Jugadora formada en Scorpions durante experiencia internacional en España,Jugadora vinculada a Scorpions posando con balón en espacio urbano europeo,2019,"La fotografía muestra a una joven jugadora vinculada a Scorpions posando con un balón de fútbol en una calle residencial durante su experiencia deportiva en España. La deportista viste indumentaria asociada al club español en el que participaba, mientras mantiene elementos visuales relacionados con su proceso formativo previo. La escena combina el contexto urbano europeo con la identidad futbolística de la jugadora, registrando un momento de transición y crecimiento personal dentro de su trayectoria deportiva.",https://drive.google.com/file/d/1dao2VVB-T-1TEgT-lJT_mgl_9nTVC6GB/view?usp=share_link
Scrp-F-101,Reconocimiento a jugadora destacada del equipo femenino,Pieza gráfica de reconocimiento deportivo a Laura Bedoya,2021,"La imagen corresponde a una pieza gráfica digital elaborada por Scorpions para reconocer a Laura Bedoya como “jugadora destacada” en un torneo organizado en Maracaná. La composición incluye elementos característicos de la comunicación visual deportiva contemporánea: el escudo del club, logotipos de patrocinadores, tipografía de gran formato y una representación estilizada de un estadio de fútbol como fondo. La jugadora aparece vistiendo el uniforme del equipo y posando al centro de la imagen, reforzando su protagonismo dentro del reconocimiento institucional.",https://drive.google.com/file/d/12Gzr8jffTVcbnR88ecsZ7vP34J4JbJQy/view?usp=share_link
Scrp-F-102,Reconocimiento a jugadoras destacadas en torneo femenino,Pieza gráfica de reconocimiento a Sofi Doncel y Sofi Cortés,2020,"La imagen corresponde a una publicación gráfica realizada por Scorpions para destacar el desempeño de Sofi Doncel y Sofi Cortés durante un torneo femenino organizado en Macabeo. El diseño utiliza recursos visuales propios de la comunicación deportiva digital, incluyendo un fondo de estadio, el escudo del club, patrocinadores y tipografía de gran formato que enfatiza el reconocimiento otorgado a las jugadoras. Ambas deportistas aparecen al centro de la composición, representando diferentes momentos y estilos de presentación vinculados a sus trayectorias deportivas.",https://drive.google.com/file/d/1c0J4UpEEs_XyM71ZlUgapTFKEflncrxW/view?usp=share_link
Scrp-F-103,Pieza gráfica de programación de entrenamientos Scorpions,Publicación digital con horarios de entrenamiento y representación juvenil del club,2021,"La imagen corresponde a una pieza gráfica digital utilizada por Scorpions para difundir la programación de entrenamientos de distintas categorías del club. El diseño incluye horarios, fechas y ubicación de las sesiones deportivas, acompañados por fotografías de dos jóvenes deportistas vistiendo uniformes institucionales. También aparecen logotipos de patrocinadores y referencias a alianzas internacionales, particularmente una mención a vínculos deportivos en España.",https://drive.google.com/file/d/1YQqTwwHVowYUQjBDJLHhVauGrBmvl3UK/view?usp=share_link
Scrp-F-104,Reconocimiento colectivo a categoría preinfantil,Pieza gráfica de reconocimiento al equipo preinfantil en torneo DBS,2023,"La imagen corresponde a una publicación digital realizada por Scorpions para reconocer el desempeño de su categoría preinfantil durante el torneo DBS. A diferencia de otros reconocimientos centrados en figuras individuales, esta pieza destaca explícitamente a “todo el equipo”, enfatizando el valor del trabajo colectivo y la formación grupal dentro de los procesos deportivos del club. Los niños y niñas aparecen posando juntos con el uniforme institucional frente a un fondo gráfico de estadio, acompañado por logotipos del club y patrocinadores.",https://drive.google.com/file/d/14h8Z1adFVSZuaFyAOjYqNqaiZQmtuK9E/view?usp=share_link
Scrp-F-105,"
Jugadora de Scorpions durante la Copa Soccer Melgar","
Participación de jugadora en campeonato nacional infantil en Melgar",2021,"La imagen muestra a una jugadora de Scorpions durante un partido correspondiente al Campeonato Nacional de Fútbol Infantil “Copa Soccer Melgar”, realizado en Melgar, Tolima, entre el 12 y el 15 de agosto de 2022. La fotografía captura a la deportista de espaldas, usando el uniforme gris alternativo del club con el número 10, mientras permanece dentro del terreno de juego en un momento de pausa o lectura táctica del partido.",https://drive.google.com/file/d/1qSLlt78SBqjOkl1KubM0cthC2OKrdQdc/view?usp=share_link
Scrp-F-106,Jugadora de Scorpions en España durante periodo de adaptación deportiva,Vida cotidiana y experiencia internacional de jugadora Scorpions,2020,"La fotografía muestra a una jugadora vinculada al proceso internacional de Scorpions en España, caminando por una calle residencial mientras sostiene un balón de fútbol y viste la indumentaria deportiva del club aliado. La imagen fue tomada durante el periodo de adaptación de las jugadoras colombianas en territorio español, probablemente en el contexto de entrenamientos o actividades relacionadas con su proceso formativo y competitivo.",https://drive.google.com/file/d/148UknJ6jnavxmvIIjV29IBrCPWuy4SsJ/view?usp=share_link
Scrp-F-107,Viaje del equipo en transporte rumbo a competencia en brasil,Desplazamiento de jugadores y jugadoras Scorpions,2016,"La imagen muestra a integrantes de Scorpions durante un viaje en transporte colectivo, probablemente rumbo a un torneo, partido o actividad deportiva fuera de su lugar habitual de entrenamiento. En la fotografía se observan varios jugadores y jugadoras sentados dentro de una van, acompañados por una adulta vinculada al proceso del equipo. Algunos integrantes llevan prendas deportivas amarillas asociadas al club, mientras otros utilizan ropa de abrigo debido a las condiciones climáticas del trayecto.",https://drive.google.com/file/d/1OhM--N3KZwd8ZJjFmR6kb75ahWcKuDTs/view?usp=share_link
Scrp-F-108,Equipo mixto Scorpions posando antes de un partido,Equipo juvenil mixto Scorpions en jornada deportiva,2017,"La fotografía muestra a un equipo juvenil de Scorpions posando en formación antes de un partido o actividad competitiva. En la imagen aparecen jugadores y jugadoras acompañados por miembros del cuerpo técnico, utilizando un uniforme blanco con detalles rojos y amarillos. El grupo se encuentra sobre una cancha de césped al aire libre, con un paisaje montañoso al fondo, elemento característico de varios escenarios deportivos de la sabana de Bogotá y municipios cercanos.",https://drive.google.com/file/d/1bi7JIvWGHIdEX6iFQECf06F0eHPdTxQy/view?usp=share_link
Scrp-F-109,Equipo juvenil Scorpions con uniforme de Colombia antes de competencia en brasil,Equipo mixto Scorpions en torneo nacional,2016,"La fotografía muestra a un grupo juvenil de Scorpions posando en una cancha de estadio antes de una competencia deportiva. Los jugadores y jugadoras utilizan uniformes amarillos inspirados en los colores de la selección Colombia, acompañados por medias rojas y pantalonetas oscuras. En la imagen también aparecen integrantes del cuerpo técnico y acompañantes del equipo, ubicados a los extremos del grupo.",https://drive.google.com/file/d/1p3NZGvldA-_Ck0AKX6xa6_0GwJ6tiwj_/view?usp=share_link
Scrp-F-110,Equipo Scorpions con bandera de Colombia en torneo juvenil en brasil,Representación colectiva de Scorpions en competencia deportiva,2016,"La fotografía muestra a un grupo juvenil de Scorpions posando sobre el terreno de juego antes o después de una competencia deportiva. El equipo viste uniforme amarillo con detalles asociados a la selección Colombia y se encuentra acompañado por integrantes del cuerpo técnico y personas vinculadas al proceso del club. En la parte frontal de la imagen aparece extendida una bandera de Colombia, elemento que refuerza el sentido de representación e identidad colectiva del grupo.",https://drive.google.com/file/d/1ZV-jnoTjz_n_0shro9W0YBh7XnXQDVCQ/view?usp=sharing
Scrp-F-111,Jugadora de Scorpions Paula Torres  disputando balón durante un partido,"Acción de juego del equipo femenino Scorpions, Paula Torres ",2021,"La fotografía captura un momento de acción durante un partido del equipo femenino de Scorpions. En el centro de la imagen aparece una jugadora del club disputando el balón frente a varias rivales, mientras otras compañeras acompañan la jugada alrededor del espacio de juego. El uniforme morado y amarillo característico de Scorpions contrasta con el rojo del equipo contrario, resaltando visualmente la intensidad y dinámica del encuentro.",
